companyJobsUrl,companyName,createdDate,experience,jobDescription,location,tagsAndSkills,title,vacancy,is_data_science_role,description_plus_skills,extracted_skills
https://www.naukri.com/global-talent-pool-jobs-careers-738053,Global Talent Pool,2025-07-02 12:47:11,0-2 Yrs,o Graduate level math and statistics knowledge is preferred <br><br>Qualifications: o Good communication skills<br><br>o Good Python programmers with good knowledge of pandas / numpy/sklearn,Bengaluru,"python,scikit-learn,numpy,machine learning,data science,data analysis,data analytics,natural language processing",Data Scientist,0,yes,"o Graduate level math and statistics knowledge is preferred <br><br>Qualifications: o Good communication skills<br><br>o Good Python programmers with good knowledge of pandas / numpy/sklearn python,scikit-learn,numpy,machine learning,data science,data analysis,data analytics,natural language processing",numpy
https://www.naukri.com/global-talent-pool-jobs-careers-738053,Global Talent Pool,2025-07-02 12:47:11,0-2 Yrs,o Graduate level math and statistics knowledge is preferred <br><br>Qualifications: o Good communication skills<br><br>o Good Python programmers with good knowledge of pandas / numpy/sklearn,Bengaluru,"python,scikit-learn,numpy,machine learning,data science,data analysis,data analytics,natural language processing",Data Scientist,0,yes,"o Graduate level math and statistics knowledge is preferred <br><br>Qualifications: o Good communication skills<br><br>o Good Python programmers with good knowledge of pandas / numpy/sklearn python,scikit-learn,numpy,machine learning,data science,data analysis,data analytics,natural language processing",scikit-learn
https://www.naukri.com/global-talent-pool-jobs-careers-738053,Global Talent Pool,2025-07-02 12:47:11,0-2 Yrs,o Graduate level math and statistics knowledge is preferred <br><br>Qualifications: o Good communication skills<br><br>o Good Python programmers with good knowledge of pandas / numpy/sklearn,Bengaluru,"python,scikit-learn,numpy,machine learning,data science,data analysis,data analytics,natural language processing",Data Scientist,0,yes,"o Graduate level math and statistics knowledge is preferred <br><br>Qualifications: o Good communication skills<br><br>o Good Python programmers with good knowledge of pandas / numpy/sklearn python,scikit-learn,numpy,machine learning,data science,data analysis,data analytics,natural language processing",machine learning
https://www.naukri.com/global-talent-pool-jobs-careers-738053,Global Talent Pool,2025-07-02 12:47:11,0-2 Yrs,o Graduate level math and statistics knowledge is preferred <br><br>Qualifications: o Good communication skills<br><br>o Good Python programmers with good knowledge of pandas / numpy/sklearn,Bengaluru,"python,scikit-learn,numpy,machine learning,data science,data analysis,data analytics,natural language processing",Data Scientist,0,yes,"o Graduate level math and statistics knowledge is preferred <br><br>Qualifications: o Good communication skills<br><br>o Good Python programmers with good knowledge of pandas / numpy/sklearn python,scikit-learn,numpy,machine learning,data science,data analysis,data analytics,natural language processing",data analysis
https://www.naukri.com/flynava-technologies-jobs-careers-4115348,FlyNava Technologies Private Limited,2025-07-02 11:33:52,0-2 Yrs,"---As a Data Scientist, the role involves addressing complex data challenges, developing predictive models, and extracting valuable insights to guide strategic decisions.With proven expertise in AI, statistical analysis, and big data technologies, the focus will be on enhancing the decision-making process.The responsibilities include leading projects from conception to deployment, mentoring junior data scientists, and collaborating with cross-functional teams to drive innovation and improve data-driven decision-making processes.### What you ll bring us:A minimum of two years of full-time work experience as a data scientist.- A postgraduate degree in computer science, statistics, or a related subject.- Solid and demonstrable knowledge of machine learning techniques and algorithms.- Familiarity with NoSQL databases, enterprise search technologies, and recommendation systems.- Strong communication skills and the ability to work collaboratively across teams.- Python - pandas, numpy, statistics, probabilities.- ML models - regression, decision trees, classification models.- LCMs - Llama 3, mistral is a plus.- Need to have deep understanding of how to use triggers, fare model and train them and enhance.### Benefits that you will be getting:---- Pay for performance (every month).- Rewards and recognition.- Employee wellbeing.- EPF & insurance benefits.- Promotions and international travel.- Relaxed environment & work-life balance. "",""",Bengaluru,"Computer science,NoSQL,Statistical analysis,international travel,Machine learning,Deployment,EPF,big data",Data Scientist,0,yes,"---As a Data Scientist, the role involves addressing complex data challenges, developing predictive models, and extracting valuable insights to guide strategic decisions.With proven expertise in AI, statistical analysis, and big data technologies, the focus will be on enhancing the decision-making process.The responsibilities include leading projects from conception to deployment, mentoring junior data scientists, and collaborating with cross-functional teams to drive innovation and improve data-driven decision-making processes.### What you ll bring us:A minimum of two years of full-time work experience as a data scientist.- A postgraduate degree in computer science, statistics, or a related subject.- Solid and demonstrable knowledge of machine learning techniques and algorithms.- Familiarity with NoSQL databases, enterprise search technologies, and recommendation systems.- Strong communication skills and the ability to work collaboratively across teams.- Python - pandas, numpy, statistics, probabilities.- ML models - regression, decision trees, classification models.- LCMs - Llama 3, mistral is a plus.- Need to have deep understanding of how to use triggers, fare model and train them and enhance.### Benefits that you will be getting:---- Pay for performance (every month).- Rewards and recognition.- Employee wellbeing.- EPF & insurance benefits.- Promotions and international travel.- Relaxed environment & work-life balance. "","" Computer science,NoSQL,Statistical analysis,international travel,Machine learning,Deployment,EPF,big data",numpy
https://www.naukri.com/flynava-technologies-jobs-careers-4115348,FlyNava Technologies Private Limited,2025-07-02 11:33:52,0-2 Yrs,"---As a Data Scientist, the role involves addressing complex data challenges, developing predictive models, and extracting valuable insights to guide strategic decisions.With proven expertise in AI, statistical analysis, and big data technologies, the focus will be on enhancing the decision-making process.The responsibilities include leading projects from conception to deployment, mentoring junior data scientists, and collaborating with cross-functional teams to drive innovation and improve data-driven decision-making processes.### What you ll bring us:A minimum of two years of full-time work experience as a data scientist.- A postgraduate degree in computer science, statistics, or a related subject.- Solid and demonstrable knowledge of machine learning techniques and algorithms.- Familiarity with NoSQL databases, enterprise search technologies, and recommendation systems.- Strong communication skills and the ability to work collaboratively across teams.- Python - pandas, numpy, statistics, probabilities.- ML models - regression, decision trees, classification models.- LCMs - Llama 3, mistral is a plus.- Need to have deep understanding of how to use triggers, fare model and train them and enhance.### Benefits that you will be getting:---- Pay for performance (every month).- Rewards and recognition.- Employee wellbeing.- EPF & insurance benefits.- Promotions and international travel.- Relaxed environment & work-life balance. "",""",Bengaluru,"Computer science,NoSQL,Statistical analysis,international travel,Machine learning,Deployment,EPF,big data",Data Scientist,0,yes,"---As a Data Scientist, the role involves addressing complex data challenges, developing predictive models, and extracting valuable insights to guide strategic decisions.With proven expertise in AI, statistical analysis, and big data technologies, the focus will be on enhancing the decision-making process.The responsibilities include leading projects from conception to deployment, mentoring junior data scientists, and collaborating with cross-functional teams to drive innovation and improve data-driven decision-making processes.### What you ll bring us:A minimum of two years of full-time work experience as a data scientist.- A postgraduate degree in computer science, statistics, or a related subject.- Solid and demonstrable knowledge of machine learning techniques and algorithms.- Familiarity with NoSQL databases, enterprise search technologies, and recommendation systems.- Strong communication skills and the ability to work collaboratively across teams.- Python - pandas, numpy, statistics, probabilities.- ML models - regression, decision trees, classification models.- LCMs - Llama 3, mistral is a plus.- Need to have deep understanding of how to use triggers, fare model and train them and enhance.### Benefits that you will be getting:---- Pay for performance (every month).- Rewards and recognition.- Employee wellbeing.- EPF & insurance benefits.- Promotions and international travel.- Relaxed environment & work-life balance. "","" Computer science,NoSQL,Statistical analysis,international travel,Machine learning,Deployment,EPF,big data",statistics
https://www.naukri.com/flynava-technologies-jobs-careers-4115348,FlyNava Technologies Private Limited,2025-07-02 11:33:52,0-2 Yrs,"---As a Data Scientist, the role involves addressing complex data challenges, developing predictive models, and extracting valuable insights to guide strategic decisions.With proven expertise in AI, statistical analysis, and big data technologies, the focus will be on enhancing the decision-making process.The responsibilities include leading projects from conception to deployment, mentoring junior data scientists, and collaborating with cross-functional teams to drive innovation and improve data-driven decision-making processes.### What you ll bring us:A minimum of two years of full-time work experience as a data scientist.- A postgraduate degree in computer science, statistics, or a related subject.- Solid and demonstrable knowledge of machine learning techniques and algorithms.- Familiarity with NoSQL databases, enterprise search technologies, and recommendation systems.- Strong communication skills and the ability to work collaboratively across teams.- Python - pandas, numpy, statistics, probabilities.- ML models - regression, decision trees, classification models.- LCMs - Llama 3, mistral is a plus.- Need to have deep understanding of how to use triggers, fare model and train them and enhance.### Benefits that you will be getting:---- Pay for performance (every month).- Rewards and recognition.- Employee wellbeing.- EPF & insurance benefits.- Promotions and international travel.- Relaxed environment & work-life balance. "",""",Bengaluru,"Computer science,NoSQL,Statistical analysis,international travel,Machine learning,Deployment,EPF,big data",Data Scientist,0,yes,"---As a Data Scientist, the role involves addressing complex data challenges, developing predictive models, and extracting valuable insights to guide strategic decisions.With proven expertise in AI, statistical analysis, and big data technologies, the focus will be on enhancing the decision-making process.The responsibilities include leading projects from conception to deployment, mentoring junior data scientists, and collaborating with cross-functional teams to drive innovation and improve data-driven decision-making processes.### What you ll bring us:A minimum of two years of full-time work experience as a data scientist.- A postgraduate degree in computer science, statistics, or a related subject.- Solid and demonstrable knowledge of machine learning techniques and algorithms.- Familiarity with NoSQL databases, enterprise search technologies, and recommendation systems.- Strong communication skills and the ability to work collaboratively across teams.- Python - pandas, numpy, statistics, probabilities.- ML models - regression, decision trees, classification models.- LCMs - Llama 3, mistral is a plus.- Need to have deep understanding of how to use triggers, fare model and train them and enhance.### Benefits that you will be getting:---- Pay for performance (every month).- Rewards and recognition.- Employee wellbeing.- EPF & insurance benefits.- Promotions and international travel.- Relaxed environment & work-life balance. "","" Computer science,NoSQL,Statistical analysis,international travel,Machine learning,Deployment,EPF,big data",machine learning
https://www.naukri.com/tavant-technologies-jobs-careers-52322,Tavant Technologies,2025-07-05 09:31:43,2-7 Yrs,"Bachelor s or Master s degree in Computer Science,Data Science,Mathematics,Engineering,or a related field<br><br>Required Qualifications <br><br>Preferred / Bonus Skills . <br><br> Education & Experience <br><br>Adjust experience level as needed.) <br><br>Cloud & Deployment : Experience with cloud platforms (AWS,Azure,GCP) and container orchestration (Docker,Kubernetes). Soft Skills",Bengaluru,"Computer science,Computer vision,C++,Prototype,Coding,GCP,Machine learning,Data collection",Data Scientist / Machine Learning Engineer,0,yes,"Bachelor s or Master s degree in Computer Science,Data Science,Mathematics,Engineering,or a related field<br><br>Required Qualifications <br><br>Preferred / Bonus Skills . <br><br> Education & Experience <br><br>Adjust experience level as needed.) <br><br>Cloud & Deployment : Experience with cloud platforms (AWS,Azure,GCP) and container orchestration (Docker,Kubernetes). Soft Skills Computer science,Computer vision,C++,Prototype,Coding,GCP,Machine learning,Data collection",azure
https://www.naukri.com/tavant-technologies-jobs-careers-52322,Tavant Technologies,2025-07-05 09:31:43,2-7 Yrs,"Bachelor s or Master s degree in Computer Science,Data Science,Mathematics,Engineering,or a related field<br><br>Required Qualifications <br><br>Preferred / Bonus Skills . <br><br> Education & Experience <br><br>Adjust experience level as needed.) <br><br>Cloud & Deployment : Experience with cloud platforms (AWS,Azure,GCP) and container orchestration (Docker,Kubernetes). Soft Skills",Bengaluru,"Computer science,Computer vision,C++,Prototype,Coding,GCP,Machine learning,Data collection",Data Scientist / Machine Learning Engineer,0,yes,"Bachelor s or Master s degree in Computer Science,Data Science,Mathematics,Engineering,or a related field<br><br>Required Qualifications <br><br>Preferred / Bonus Skills . <br><br> Education & Experience <br><br>Adjust experience level as needed.) <br><br>Cloud & Deployment : Experience with cloud platforms (AWS,Azure,GCP) and container orchestration (Docker,Kubernetes). Soft Skills Computer science,Computer vision,C++,Prototype,Coding,GCP,Machine learning,Data collection",gcp
https://www.naukri.com/tavant-technologies-jobs-careers-52322,Tavant Technologies,2025-07-05 09:31:43,2-7 Yrs,"Bachelor s or Master s degree in Computer Science,Data Science,Mathematics,Engineering,or a related field<br><br>Required Qualifications <br><br>Preferred / Bonus Skills . <br><br> Education & Experience <br><br>Adjust experience level as needed.) <br><br>Cloud & Deployment : Experience with cloud platforms (AWS,Azure,GCP) and container orchestration (Docker,Kubernetes). Soft Skills",Bengaluru,"Computer science,Computer vision,C++,Prototype,Coding,GCP,Machine learning,Data collection",Data Scientist / Machine Learning Engineer,0,yes,"Bachelor s or Master s degree in Computer Science,Data Science,Mathematics,Engineering,or a related field<br><br>Required Qualifications <br><br>Preferred / Bonus Skills . <br><br> Education & Experience <br><br>Adjust experience level as needed.) <br><br>Cloud & Deployment : Experience with cloud platforms (AWS,Azure,GCP) and container orchestration (Docker,Kubernetes). Soft Skills Computer science,Computer vision,C++,Prototype,Coding,GCP,Machine learning,Data collection",machine learning
